Year,Zone,Sub Region,District,Division 1 - Boys,Division 1 - Girls,Division 1 - Total,Division 2 - Boys,Division 2 - Girls,Division 2 - Total,Division 3 - Boys,Division 3 - Girls,Division 3 - Total,Division 4 - Boys,Division 4 - Girls,Division 4 - Total,Division U - Boys,Division U - Girls,Division U - Total,Division X - Boys,Division X - Girls,Division X - Total,Registered - Boys,Registered - Girls,Registered - Total,Sat - Boys,Sat - Girls,Sat - Total,Passed - Boys,Passed - Girls,Passed - Total,Pass Rate - Boys,Pass Rate - Girls,Pass Rate - Total,Pass Division 1_2_3 Boys,Pass Division 1_2_3 Girls,Pass Division 1_2_3 Total,Pass Rate Division 1_2_3 Boys,Pass Rate Division 1_2_3 Girls,Pass Rate Division 1_2_3 Total,Pass Rate Division 1 Boys,Pass Rate Division 1 Girls,Pass Rate Division 1 Total,Failure Rate -  Boys,Failure Rate - Girls,Failure Rate - Total,Abseentism Rate - Boys,Abseentism Rate - Girls,Abseentism Rate - Total
2023,Other,Ankole,Bushenyi,862,863,1725,1598,2054,3652,314,352,666,109,95,204,68,54,122,41,39,80,2992,3457,6449,2951,3418,6369,2883,3364,6247,97.70%,98.42%,98.08%,2774,3269,6043,94.00%,95.64%,94.88%,29.21%,25.25%,27.08%,1.83%,1.58%,1.92%,1.37%,1.13%,1.24%
2023,Other,Bukedi,Busia,263,153,416,1600,1720,3320,761,1024,1785,320,372,692,343,486,829,41,46,87,3328,3801,7129,3287,3755,7042,2944,3269,6213,89.56%,87.06%,88.23%,2624,2897,5521,79.83%,77.15%,78.40%,8.00%,4.07%,5.91%,14.79%,12.94%,11.77%,1.23%,1.21%,1.22%
2023,Other,Bukedi,Butaleja,81,43,124,921,838,1759,667,717,1384,279,421,700,434,606,1040,81,93,174,2463,2718,5181,2382,2625,5007,1948,2019,3967,81.78%,76.91%,79.23%,1669,1598,3267,70.07%,60.88%,65.25%,3.40%,1.64%,2.48%,25.44%,23.09%,20.77%,3.29%,3.42%,3.36%
2023,Other,South Buganda,Butambala,124,169,293,939,1105,2044,304,375,679,152,187,339,126,161,287,46,45,91,1691,2042,3733,1645,1997,3642,1519,1836,3355,92.34%,91.94%,92.12%,1367,1649,3016,83.10%,82.57%,82.81%,7.54%,8.46%,8.05%,9.79%,8.06%,7.88%,2.72%,2.20%,2.44%
2023,Other,Bukedi,Butebo,28,11,39,407,292,699,348,395,743,190,191,381,267,319,586,17,23,40,1257,1231,2488,1240,1208,2448,973,889,1862,78.47%,73.59%,76.06%,783,698,1481,63.15%,57.78%,60.50%,2.26%,0.91%,1.59%,25.73%,26.41%,23.94%,1.35%,1.87%,1.61%
2023,Other,North Buganda,Buvuma,16,3,19,177,103,280,92,77,169,25,30,55,29,35,64,1,8,9,340,256,596,339,248,587,310,213,523,91.45%,85.89%,89.10%,285,183,468,84.07%,73.79%,79.73%,4.72%,1.21%,3.24%,10.32%,14.11%,10.90%,0.29%,3.13%,1.51%
2023,Other,Busoga,Buyende,153,139,292,1088,1102,2190,568,666,1234,245,318,563,284,364,648,38,37,75,2376,2626,5002,2338,2589,4927,2054,2225,4279,87.85%,85.94%,86.85%,1809,1907,3716,77.37%,73.66%,75.42%,6.54%,5.37%,5.93%,15.57%,14.06%,13.15%,1.60%,1.41%,1.50%
2023,Other,Lango,Dokolo,125,60,185,601,415,1016,427,393,820,255,247,502,501,533,1034,15,11,26,1924,1659,3583,1909,1648,3557,1408,1115,2523,73.76%,67.66%,70.93%,1153,868,2021,60.40%,52.67%,56.82%,6.55%,3.64%,5.20%,27.92%,32.34%,29.07%,0.78%,0.66%,0.73%
2023,Other,South Buganda,Gomba,230,211,441,1135,1479,2614,368,383,751,185,189,374,143,168,311,56,60,116,2117,2490,4607,2061,2430,4491,1918,2262,4180,93.06%,93.09%,93.08%,1733,2073,3806,84.09%,85.31%,84.75%,11.16%,8.68%,9.82%,8.15%,6.91%,6.92%,2.65%,2.41%,2.52%
2023,Other,Acholi,Gulu,502,422,924,1565,1509,3074,485,776,1261,284,302,586,219,281,500,52,46,98,3107,3336,6443,3055,3290,6345,2836,3009,5845,92.83%,91.46%,92.12%,2552,2707,5259,83.54%,82.28%,82.88%,16.43%,12.83%,14.56%,9.20%,8.54%,7.88%,1.67%,1.38%,1.52%
2023,Other,Bunyoro,Hoima,447,348,795,1299,1422,2721,528,832,1360,222,372,594,375,581,956,45,68,113,2916,3623,6539,2871,3555,6426,2496,2974,5470,86.94%,83.66%,85.12%,2274,2602,4876,79.21%,73.19%,75.88%,15.57%,9.79%,12.37%,20.24%,16.34%,14.88%,1.54%,1.88%,1.73%
2023,Other,Ankole,Ibanda,508,396,904,1472,1672,3144,349,489,838,94,145,239,109,167,276,29,36,65,2561,2905,5466,2532,2869,5401,2423,2702,5125,95.70%,94.18%,94.89%,2329,2557,4886,91.98%,89.13%,90.46%,20.06%,13.80%,16.74%,6.60%,5.82%,5.11%,1.13%,1.24%,1.19%
2023,Other,Busoga,Iganga,498,446,944,1763,2058,3821,791,1239,2030,363,520,883,677,901,1578,58,74,132,4150,5238,9388,4092,5164,9256,3415,4263,7678,83.46%,82.55%,82.95%,3052,3743,6795,74.58%,72.48%,73.41%,12.17%,8.64%,10.20%,22.02%,17.45%,17.05%,1.40%,1.41%,1.41%
2023,FZO,Ankole,Isingiro,655,424,1079,2176,2467,4643,910,1262,2172,322,503,825,346,583,929,128,151,279,4537,5390,9927,4409,5239,9648,4063,4656,8719,92.15%,88.87%,90.37%,3741,4153,7894,84.85%,79.27%,81.82%,14.86%,8.09%,11.18%,13.22%,11.13%,9.63%,2.82%,2.80%,2.81%
2023,Other,Busoga,Jinja,712,502,1214,2751,3218,5969,978,1376,2354,496,694,1190,526,655,1181,94,97,191,5557,6542,12099,5463,6445,11908,4937,5790,10727,90.37%,89.84%,90.08%,4441,5096,9537,81.29%,79.07%,80.09%,13.03%,7.79%,10.19%,11.99%,10.16%,9.92%,1.69%,1.48%,1.58%
2022,MZO,Karamoja,Karenga,13,1,14,209,84,293,100,80,180,73,58,131,27,56,83,8,4,12,430,283,713,422,279,701,395,223,618,93.60%,79.93%,88.16%,322,165,487,76.30%,59.14%,69.47%,3.08%,0.36%,2.00%,13.27%,20.07%,11.84%,1.86%,1.41%,1.68%
2023,Other,Kigezi,Kabale,475,444,919,1120,1310,2430,368,585,953,108,204,312,103,170,273,21,41,62,2195,2754,4949,2174,2713,4887,2071,2543,4614,95.26%,93.73%,94.41%,1963,2339,4302,90.29%,86.21%,88.03%,21.85%,16.37%,18.80%,7.82%,6.27%,5.59%,0.96%,1.49%,1.25%
2023,Other,Toro,Kabarole,854,996,1850,1820,2017,3837,213,294,507,152,149,301,86,93,179,52,47,99,3177,3596,6773,3125,3549,6674,3039,3456,6495,97.25%,97.38%,97.32%,2887,3307,6194,92.38%,93.18%,92.81%,27.33%,28.06%,27.72%,2.98%,2.62%,2.68%,1.64%,1.31%,1.46%
2023,Other,Teso,Kaberamaido,34,6,40,489,343,832,300,323,623,106,102,208,79,97,176,0,1,1,1008,872,1880,1008,871,1879,929,774,1703,92.16%,88.86%,90.63%,823,672,1495,81.65%,77.15%,79.56%,3.37%,0.69%,2.13%,9.62%,11.14%,9.37%,0.00%,0.11%,0.05%
2023,Other,Bunyoro,Kagadi,257,145,402,1599,1594,3193,695,857,1552,303,397,700,256,355,611,52,69,121,3162,3417,6579,3110,3348,6458,2854,2993,5847,91.77%,89.40%,90.54%,2551,2596,5147,82.03%,77.54%,79.70%,8.26%,4.33%,6.22%,11.41%,10.60%,9.46%,1.64%,2.02%,1.84%
2023,Other,Bunyoro,Kakumiro,133,60,193,978,923,1901,502,628,1130,165,237,402,238,363,601,33,43,76,2049,2254,4303,2016,2211,4227,1778,1848,3626,88.19%,83.58%,85.78%,1613,1611,3224,80.01%,72.86%,76.27%,6.60%,2.71%,4.57%,18.01%,16.42%,14.22%,1.61%,1.91%,1.77%
2023,Other,Teso,Kalaki,12,5,17,443,311,754,364,409,773,153,157,310,139,177,316,0,3,3,1111,1062,2173,1111,1059,2170,972,882,1854,87.49%,83.29%,85.44%,819,725,1544,73.72%,68.46%,71.15%,1.08%,0.47%,0.78%,15.93%,16.71%,14.56%,0.00%,0.28%,0.14%
2023,Other,South Buganda,Kalangala,32,26,58,175,195,370,44,41,85,21,29,50,11,8,19,0,1,1,283,300,583,283,299,582,272,291,563,96.11%,97.32%,96.74%,251,262,513,88.69%,87.63%,88.14%,11.31%,8.70%,9.97%,2.83%,2.68%,3.26%,0.00%,0.33%,0.17%
2023,Other,Busoga,Kaliro,136,91,227,772,842,1614,549,626,1175,284,325,609,413,506,919,19,29,48,2173,2419,4592,2154,2390,4544,1741,1884,3625,80.83%,78.83%,79.78%,1457,1559,3016,67.64%,65.23%,66.37%,6.31%,3.81%,5.00%,23.49%,21.17%,20.22%,0.87%,1.20%,1.05%
2023,Other,South Buganda,Kalungu,321,381,702,1143,1615,2758,353,524,877,162,252,414,147,169,316,51,38,89,2177,2979,5156,2126,2941,5067,1979,2772,4751,93.09%,94.25%,93.76%,1817,2520,4337,85.47%,85.69%,85.59%,15.10%,12.95%,13.85%,7.95%,5.75%,6.24%,2.34%,1.28%,1.73%
2023,KMD,Kampala,Kampala,4787,4302,9089,7448,8788,16236,1414,1988,3402,659,916,1575,516,702,1218,193,189,382,15017,16885,31902,14824,16696,31520,14308,15994,30302,96.52%,95.80%,96.14%,13649,15078,28727,92.07%,90.31%,91.14%,32.29%,25.77%,28.84%,4.74%,4.20%,3.86%,1.29%,1.12%,1.20%
2023,KMD,Busoga,Kamuli,529,365,894,2312,2818,5130,1063,1547,2610,519,706,1225,621,872,1493,74,72,146,5118,6380,11498,5044,6308,11352,4423,5436,9859,87.69%,86.18%,86.85%,3904,4730,8634,77.40%,74.98%,76.06%,10.49%,5.79%,7.88%,17.29%,13.82%,13.15%,1.45%,1.13%,1.27%
2023,FZO,Toro,Kamwenge,251,172,423,1193,1200,2393,396,556,952,126,167,293,127,224,351,42,42,84,2135,2361,4496,2093,2319,4412,1966,2095,4061,93.93%,90.34%,92.04%,1840,1928,3768,87.91%,83.14%,85.40%,11.99%,7.42%,9.59%,10.70%,9.66%,7.96%,1.97%,1.78%,1.87%
2023,Other,Kigezi,Kanungu,291,240,531,1082,1266,2348,535,901,1436,216,297,513,218,374,592,53,35,88,2395,3113,5508,2342,3078,5420,2124,2704,4828,90.69%,87.85%,89.08%,1908,2407,4315,81.47%,78.20%,79.61%,12.43%,7.80%,9.80%,15.97%,12.15%,10.92%,2.21%,1.12%,1.60%
2023,Other,Elgon,Kapchorwa,148,91,239,504,494,998,418,468,886,241,341,582,322,523,845,9,15,24,1642,1932,3574,1633,1917,3550,1311,1394,2705,80.28%,72.72%,76.20%,1070,1053,2123,65.52%,54.93%,59.80%,9.06%,4.75%,6.73%,32.03%,27.28%,23.80%,0.55%,0.78%,0.67%
2023,Other,Teso,Kapelebyong,14,10,24,320,233,553,208,273,481,92,85,177,90,117,207,8,6,14,732,724,1456,724,718,1442,634,601,1235,87.57%,83.70%,85.64%,542,516,1058,74.86%,71.87%,73.37%,1.93%,1.39%,1.66%,16.16%,16.30%,14.36%,1.09%,0.83%,0.96%
2024,MZO,Karamoja,Kotido,33,6,39,321,197,518,76,99,175,33,29,62,8,17,25,12,5,17,483,353,836,471,348,819,463,331,794,98.30%,95.11%,96.95%,430,302,732,91.30%,86.78%,89.38%,7.01%,1.72%,4.76%,3.61%,4.89%,3.05%,2.48%,1.42%,2.03%
2023,FZO,Toro,Kasese,802,706,1508,3821,4190,8011,1296,1569,2865,497,576,1073,311,398,709,105,138,243,6832,7577,14409,6727,7439,14166,6416,7041,13457,95.38%,94.65%,95.00%,5919,6465,12384,87.99%,86.91%,87.42%,11.92%,9.49%,10.65%,5.92%,5.35%,5.00%,1.54%,1.82%,1.69%
2023,Other,North Buganda,Kassanda,186,177,363,1173,1379,2552,501,615,1116,210,260,470,206,260,466,36,67,103,2312,2758,5070,2276,2691,4967,2070,2431,4501,90.95%,90.34%,90.62%,1860,2171,4031,81.72%,80.68%,81.16%,8.17%,6.58%,7.31%,11.42%,9.66%,9.38%,1.56%,2.43%,2.03%
2023,Other,Teso,Katakwi,59,32,91,620,656,1276,358,453,811,131,146,277,251,259,510,17,17,34,1436,1563,2999,1419,1546,2965,1168,1287,2455,82.31%,83.25%,82.80%,1037,1141,2178,73.08%,73.80%,73.46%,4.16%,2.07%,3.07%,18.25%,16.75%,17.20%,1.18%,1.09%,1.13%
2023,Other,North Buganda,Kayunga,346,294,640,1545,1928,3473,709,933,1642,389,516,905,590,866,1456,109,147,256,3688,4684,8372,3579,4537,8116,2989,3671,6660,83.51%,80.91%,82.06%,2600,3155,5755,72.65%,69.54%,70.91%,9.67%,6.48%,7.89%,24.20%,19.09%,17.94%,2.96%,3.14%,3.06%
2023,Other,Ankole,Kazo,305,253,558,847,1005,1852,157,232,389,51,56,107,29,36,65,11,16,27,1400,1598,2998,1389,1582,2971,1360,1546,2906,97.91%,97.72%,97.81%,1309,1490,2799,94.24%,94.18%,94.21%,21.96%,15.99%,18.78%,2.59%,2.28%,2.19%,0.79%,1.00%,0.90%
2023,Other,Bunyoro,Kibaale,77,61,138,527,519,1046,280,374,654,107,134,241,107,128,235,8,11,19,1106,1227,2333,1098,1216,2314,991,1088,2079,90.26%,89.47%,89.84%,884,954,1838,80.51%,78.45%,79.43%,7.01%,5.02%,5.96%,11.66%,10.53%,10.16%,0.72%,0.90%,0.81%
2023,Other,North Buganda,Kiboga,137,73,210,619,722,1341,293,371,664,124,180,304,170,290,460,30,45,75,1373,1681,3054,1343,1636,2979,1173,1346,2519,87.34%,82.27%,84.56%,1049,1166,2215,78.11%,71.27%,74.35%,10.20%,4.46%,7.05%,21.59%,17.73%,15.44%,2.18%,2.68%,2.46%
2023,Other,Busoga,Kibuku,60,16,76,669,577,1246,731,679,1410,384,363,747,798,828,1626,23,23,46,2665,2486,5151,2642,2463,5105,1844,1635,3479,69.80%,66.38%,68.15%,1460,1272,2732,55.26%,51.64%,53.52%,2.27%,0.65%,1.49%,31.34%,33.62%,31.85%,0.86%,0.93%,0.89%
2023,FZO,Bunyoro,Kikuube,153,68,221,895,683,1578,430,575,1005,172,228,400,219,391,610,73,83,156,1942,2028,3970,1869,1945,3814,1650,1554,3204,88.28%,79.90%,84.01%,1478,1326,2804,79.08%,68.17%,73.52%,8.19%,3.50%,5.79%,20.92%,20.10%,15.99%,3.76%,4.09%,3.93%
2023,Other,Ankole,Kiruhura,296,224,520,905,1099,2004,117,170,287,35,45,80,17,24,41,19,27,46,1389,1589,2978,1370,1562,2932,1353,1538,2891,98.76%,98.46%,98.60%,1318,1493,2811,96.20%,95.58%,95.87%,21.61%,14.34%,17.74%,1.75%,1.54%,1.40%,1.37%,1.70%,1.54%
2023,AZO,Bunyoro,Kiryandongo,269,93,362,1495,1008,2503,652,760,1412,241,326,567,221,371,592,26,37,63,2904,2595,5499,2878,2558,5436,2657,2187,4844,92.32%,85.50%,89.11%,2416,1861,4277,83.95%,72.75%,78.68%,9.35%,3.64%,6.66%,12.89%,14.50%,10.89%,0.90%,1.43%,1.15%
2023,Other,Kigezi,Kisoro,327,251,578,947,1067,2014,541,903,1444,182,319,501,285,666,951,61,76,137,2343,3282,5625,2282,3206,5488,1997,2540,4537,87.51%,79.23%,82.67%,1815,2221,4036,79.54%,69.28%,73.54%,14.33%,7.83%,10.53%,29.18%,20.77%,17.33%,2.60%,2.32%,2.44%
2023,Other,Toro,Kitagwenda,144,137,281,589,575,1164,320,434,754,101,162,263,143,199,342,24,25,49,1321,1532,2853,1297,1507,2804,1154,1308,2462,88.97%,86.79%,87.80%,1053,1146,2199,81.19%,76.05%,78.42%,11.10%,9.09%,10.02%,15.34%,13.21%,12.20%,1.82%,1.63%,1.72%
2023,Other,Acholi,Kitgum,147,99,246,748,644,1392,418,472,890,306,262,568,469,488,957,28,36,64,2116,2001,4117,2088,1965,4053,1619,1477,3096,77.54%,75.17%,76.39%,1313,1215,2528,62.88%,61.83%,62.37%,7.04%,5.04%,6.07%,23.37%,24.83%,23.61%,1.32%,1.80%,1.55%
2023,AZO,West Nile,Koboko,120,42,162,914,567,1481,563,582,1145,251,286,537,261,279,540,56,51,107,2165,1807,3972,2109,1756,3865,1848,1477,3325,87.62%,84.11%,86.03%,1597,1191,2788,75.72%,67.82%,72.13%,5.69%,2.39%,4.19%,13.23%,15.89%,13.97%,2.59%,2.82%,2.69%
2023,Other,Lango,Kole,107,61,168,760,647,1407,369,387,756,185,182,367,314,359,673,25,23,48,1760,1659,3419,1735,1636,3371,1421,1277,2698,81.90%,78.06%,80.04%,1236,1095,2331,71.24%,66.93%,69.15%,6.17%,3.73%,4.98%,20.69%,21.94%,19.96%,1.42%,1.39%,1.40%
2023,MZO,Karamoja,Kotido,59,12,71,299,186,485,73,67,140,23,30,53,15,25,40,13,3,16,482,323,805,469,320,789,454,295,749,96.80%,92.19%,94.93%,431,265,696,91.90%,82.81%,88.21%,12.58%,3.75%,9.00%,5.33%,7.81%,5.07%,2.70%,0.93%,1.99%
2023,Other,Teso,Kumi,215,151,366,1167,1071,2238,732,831,1563,237,352,589,332,465,797,16,22,38,2699,2892,5591,2683,2870,5553,2351,2405,4756,87.63%,83.80%,85.65%,2114,2053,4167,78.79%,71.53%,75.04%,8.01%,5.26%,6.59%,17.33%,16.20%,14.35%,0.59%,0.76%,0.68%
2023,Other,Lango,Kwania,87,21,108,582,425,1007,267,305,572,132,140,272,205,246,451,15,10,25,1288,1147,2435,1273,1137,2410,1068,891,1959,83.90%,78.36%,81.29%,936,751,1687,73.53%,66.05%,70.00%,6.83%,1.85%,4.48%,19.32%,21.64%,18.71%,1.16%,0.87%,1.03%
2023,Other,Elgon,Kween,45,10,55,327,273,600,292,359,651,116,150,266,204,418,622,0,4,4,984,1214,2198,984,1210,2194,780,792,1572,79.27%,65.45%,71.65%,664,642,1306,67.48%,53.06%,59.53%,4.57%,0.83%,2.51%,42.48%,34.55%,28.35%,0.00%,0.33%,0.18%
2023,Other,North Buganda,Kyankwanzi,135,103,238,728,802,1530,319,450,769,191,244,435,270,385,655,41,58,99,1684,2042,3726,1643,1984,3627,1373,1599,2972,83.57%,80.59%,81.94%,1182,1355,2537,71.94%,68.30%,69.95%,8.22%,5.19%,6.56%,23.43%,19.41%,18.06%,2.43%,2.84%,2.66%
2023,FZO,Toro,Kyegegwa,319,230,549,1474,1559,3033,348,487,835,151,180,331,62,69,131,33,44,77,2387,2569,4956,2354,2525,4879,2292,2456,4748,97.37%,97.27%,97.32%,2141,2276,4417,90.95%,90.14%,90.53%,13.55%,9.11%,11.25%,2.93%,2.73%,2.68%,1.38%,1.71%,1.55%
2023,Other,Toro,Kyenjojo,277,333,610,2329,2732,5061,534,634,1168,245,247,492,152,176,328,38,34,72,3575,4156,7731,3537,4122,7659,3385,3946,7331,95.70%,95.73%,95.72%,3140,3699,6839,88.78%,89.74%,89.29%,7.83%,8.08%,7.96%,4.98%,4.27%,4.28%,1.06%,0.82%,0.93%
2023,Other,South Buganda,Kyotera,582,522,1104,1506,1912,3418,387,518,905,168,201,369,108,142,250,76,75,151,2827,3370,6197,2751,3295,6046,2643,3153,5796,96.07%,95.69%,95.87%,2475,2952,5427,89.97%,89.59%,89.76%,21.16%,15.84%,18.26%,5.16%,4.31%,4.13%,2.69%,2.23%,2.44%
2023,AZO,Acholi,Lamwo,22,9,31,668,334,1002,503,478,981,337,271,608,349,447,796,29,24,53,1908,1563,3471,1879,1539,3418,1530,1092,2622,81.43%,70.96%,76.71%,1193,821,2014,63.49%,53.35%,58.92%,1.17%,0.58%,0.91%,23.79%,29.04%,23.29%,1.52%,1.54%,1.53%
2023,Other,Lango,Lira,696,542,1238,1892,1813,3705,705,877,1582,298,401,699,581,720,1301,54,59,113,4226,4412,8638,4172,4353,8525,3591,3633,7224,86.07%,83.46%,84.74%,3293,3232,6525,78.93%,74.25%,76.54%,16.68%,12.45%,14.52%,17.26%,16.54%,15.26%,1.28%,1.34%,1.31%
2023,Other,Busoga,Luuka,90,48,138,1042,1154,2196,616,799,1415,328,452,780,448,567,1015,45,56,101,2569,3076,5645,2524,3020,5544,2076,2453,4529,82.25%,81.23%,81.69%,1748,2001,3749,69.26%,66.26%,67.62%,3.57%,1.59%,2.49%,22.46%,18.77%,18.31%,1.75%,1.82%,1.79%
2023,Other,North Buganda,Luweero,916,747,1663,3202,3989,7191,1140,1598,2738,542,759,1301,610,828,1438,175,163,338,6585,8084,14669,6410,7921,14331,5800,7093,12893,90.48%,89.55%,89.97%,5258,6334,11592,82.03%,79.96%,80.89%,14.29%,9.43%,11.60%,12.92%,10.45%,10.03%,2.66%,2.02%,2.30%
2023,Other,South Buganda,Lwengo,410,379,789,1464,1826,3290,531,900,1431,271,371,642,257,389,646,73,74,147,3006,3939,6945,2933,3865,6798,2676,3476,6152,91.24%,89.94%,90.50%,2405,3105,5510,82.00%,80.34%,81.05%,13.98%,9.81%,11.61%,13.26%,10.06%,9.50%,2.43%,1.88%,2.12%
2023,Other,South Buganda,Lyantonde,155,113,268,543,589,1132,139,227,366,70,81,151,24,46,70,14,22,36,945,1078,2023,931,1056,1987,907,1010,1917,97.42%,95.64%,96.48%,837,929,1766,89.90%,87.97%,88.88%,16.65%,10.70%,13.49%,4.94%,4.36%,3.52%,1.48%,2.04%,1.78%
2023,AZO,West Nile,Madi Okollo,6,1,7,247,70,317,332,163,495,182,99,281,272,233,505,57,40,97,1096,606,1702,1039,566,1605,767,333,1100,73.82%,58.83%,68.54%,585,234,819,56.30%,41.34%,51.03%,0.58%,0.18%,0.44%,22.43%,41.17%,31.46%,5.20%,6.60%,5.70%
2023,Other,Elgon,Manafwa,60,36,96,410,402,812,429,586,1015,204,232,436,445,547,992,16,37,53,1564,1840,3404,1548,1803,3351,1103,1256,2359,71.25%,69.66%,70.40%,899,1024,1923,58.07%,56.79%,57.39%,3.88%,2.00%,2.86%,35.34%,30.34%,29.60%,1.02%,2.01%,1.56%
2023,Other,West Nile,Maracha,38,4,42,621,266,887,402,324,726,132,90,222,122,108,230,47,31,78,1362,823,2185,1315,792,2107,1193,684,1877,90.72%,86.36%,89.08%,1061,594,1655,80.68%,75.00%,78.55%,2.89%,0.51%,1.99%,8.21%,13.64%,10.92%,3.45%,3.77%,3.57%
2023,Other,South Buganda,Masaka,1220,1017,2237,2031,2550,4581,522,775,1297,238,353,591,231,276,507,78,64,142,4320,5035,9355,4242,4971,9213,4011,4695,8706,94.55%,94.45%,94.50%,3773,4342,8115,88.94%,87.35%,88.08%,28.76%,20.46%,24.28%,6.51%,5.55%,5.50%,1.81%,1.27%,1.52%
2023,Other,Bunyoro,Masindi,341,191,532,1353,1481,2834,462,572,1034,140,218,358,174,226,400,19,25,44,2489,2713,5202,2470,2688,5158,2296,2462,4758,92.96%,91.59%,92.25%,2156,2244,4400,87.29%,83.48%,85.30%,13.81%,7.11%,10.31%,9.15%,8.41%,7.75%,0.76%,0.92%,0.85%
2023,Other,Busoga,Mayuge,275,185,460,1920,1792,3712,1043,1254,2297,498,650,1148,757,945,1702,89,115,204,4582,4941,9523,4493,4826,9319,3736,3881,7617,83.15%,80.42%,81.74%,3238,3231,6469,72.07%,66.95%,69.42%,6.12%,3.83%,4.94%,21.03%,19.58%,18.26%,1.94%,2.33%,2.14%
2023,Other,Elgon,Mbale,559,390,949,2308,2574,4882,1065,1581,2646,479,744,1223,609,822,1431,54,100,154,5074,6211,11285,5020,6111,11131,4411,5289,9700,87.87%,86.55%,87.14%,3932,4545,8477,78.33%,74.37%,76.16%,11.14%,6.38%,8.53%,16.37%,13.45%,12.86%,1.06%,1.61%,1.36%
2023,Other,Ankole,Mbarara,1544,1286,2830,2190,2951,5141,249,420,669,73,130,203,69,70,139,42,54,96,4167,4911,9078,4125,4857,8982,4056,4787,8843,98.33%,98.56%,98.45%,3983,4657,8640,96.56%,95.88%,96.19%,37.43%,26.48%,31.51%,1.70%,1.44%,1.55%,1.01%,1.10%,1.06%
2023,Other,Ankole,Mitooma,480,479,959,1114,1406,2520,274,370,644,97,121,218,70,96,166,27,25,52,2062,2497,4559,2035,2472,4507,1965,2376,4341,96.56%,96.12%,96.32%,1868,2255,4123,91.79%,91.22%,91.48%,23.59%,19.38%,21.28%,4.72%,3.88%,3.68%,1.31%,1.00%,1.14%
2023,Other,North Buganda,Mityana,553,457,1010,2187,2624,4811,727,987,1714,400,511,911,408,493,901,114,97,211,4389,5169,9558,4275,5072,9347,3867,4579,8446,90.46%,90.28%,90.36%,3467,4068,7535,81.10%,80.21%,80.61%,12.94%,9.01%,10.81%,11.53%,9.72%,9.64%,2.60%,1.88%,2.21%
2022,MZO,Karamoja,Kotido,76,20,96,313,184,497,76,65,141,35,37,72,20,32,52,35,11,46,555,349,904,520,338,858,500,306,806,96.15%,90.53%,93.94%,465,269,734,89.42%,79.59%,85.55%,14.62%,5.92%,11.19%,6.15%,9.47%,6.06%,6.31%,3.15%,5.09%
2023,Other,West Nile,Moyo,27,18,45,336,237,573,256,302,558,95,112,207,72,120,192,2,2,4,788,791,1579,786,789,1575,714,669,1383,90.84%,84.79%,87.81%,619,557,1176,78.75%,70.60%,74.67%,3.44%,2.28%,2.86%,15.27%,15.21%,12.19%,0.25%,0.25%,0.25%
2023,Other,South Buganda,Mpigi,547,477,1024,2247,2743,4990,710,1024,1734,290,379,669,331,424,755,79,101,180,4204,5148,9352,4125,5047,9172,3794,4623,8417,91.98%,91.60%,91.77%,3504,4244,7748,84.95%,84.09%,84.47%,13.26%,9.45%,11.16%,10.28%,8.40%,8.23%,1.88%,1.96%,1.92%
2023,FZO,North Buganda,Mubende,340,248,588,1620,1747,3367,589,920,1509,275,415,690,323,487,810,63,64,127,3210,3881,7091,3147,3817,6964,2824,3330,6154,89.74%,87.24%,88.37%,2549,2915,5464,81.00%,76.37%,78.46%,10.80%,6.50%,8.44%,15.48%,12.76%,11.63%,1.96%,1.65%,1.79%
2023,KMD,North Buganda,Mukono,2370,2400,4770,4710,5508,10218,1300,1831,3131,630,827,1457,683,812,1495,180,210,390,9873,11588,21461,9693,11378,21071,9010,10566,19576,92.95%,92.86%,92.90%,8380,9739,18119,86.45%,85.60%,85.99%,24.45%,21.09%,22.64%,8.38%,7.14%,7.10%,1.82%,1.81%,1.82%
2024,MZO,Karamoja,Moroto,39,20,59,379,298,677,106,113,219,42,48,90,24,22,46,8,4,12,598,505,1103,590,501,1091,566,479,1045,95.93%,95.61%,95.78%,524,431,955,88.81%,86.03%,87.53%,6.61%,3.99%,5.41%,3.73%,4.39%,4.22%,1.34%,0.79%,1.09%
2023,MZO,Karamoja,Moroto,49,11,60,254,242,496,108,111,219,40,46,86,38,50,88,14,7,21,503,467,970,489,460,949,451,410,861,92.23%,89.13%,90.73%,411,364,775,84.05%,79.13%,81.66%,10.02%,2.39%,6.32%,10.22%,10.87%,9.27%,2.78%,1.50%,2.16%
2023,Other,North Buganda,Nakaseke,291,319,610,1300,1472,2772,317,411,728,134,190,324,115,198,313,62,76,138,2219,2666,4885,2157,2590,4747,2042,2392,4434,94.67%,92.36%,93.41%,1908,2202,4110,88.46%,85.02%,86.58%,13.49%,12.32%,12.85%,9.18%,7.64%,6.59%,2.79%,2.85%,2.82%
2023,Other,North Buganda,Nakasongola,178,145,323,753,914,1667,387,574,961,167,272,439,261,440,701,64,94,158,1810,2439,4249,1746,2345,4091,1485,1905,3390,85.05%,81.24%,82.86%,1318,1633,2951,75.49%,69.64%,72.13%,10.19%,6.18%,7.90%,25.20%,18.76%,17.14%,3.54%,3.85%,3.72%
